ID,CLASSIFIED,SUMMARY
LUCENE-3679,NUG, Replace IndexReader.getFieldNames with IndexReader.getFieldInfos 
LUCENE-786,NUG, Extended javadocs in spellchecker 
LUCENE-1165,NUG, Reduce exposure of nightly build documentation 
LUCENE-1349,NUG, Mark Fieldable as allowing some changes in 2.x future releases 
LUCENE-821,NUG, single norm file still uses up descriptors 
LUCENE-3393,NUG, Rename EasySimilarity to SimilarityBase 
LUCENE-2532,NUG, improve test coverage of multi-segment indices 
LUCENE-2830,NUG, Use StringBuilder instead of StringBuffer in benchmark 
LUCENE-3711,BUG, small SentinelIntSet can cause infinite loop on resize 
LUCENE-1704,NUG, org.apache.lucene.ant.HtmlDocument added Tidy config file passthrough availability 
LUCENE-2491,NUG, Extend Codec with a SegmentInfos writer / reader 
LUCENE-2297,NUG, IndexWriter should let you optionally enable reader pooling 
LUCENE-2401,NUG, Improve performance of CharTermAttribute(Impl) and also fully implement Appendable 
LUCENE-1819,BUG, MatchAllDocsQuery.toString(String field) does not honor the javadoc contract 
LUCENE-3083,BUG, MockRandomMergePolicy optimizes segments not in the Set passed in 
LUCENE-3430,BUG, TestParser.testSpanTermXML fails with some sims 
LUCENE-2733,NUG, Add private ctors to static utility classes 
LUCENE-1860,NUG," switch MultiTermQuery to ""constant score auto"" rewrite by default "
LUCENE-1754,NUG, Get rid of NonMatchingScorer from BooleanScorer2 
LUCENE-1084,NUG, increase default maxFieldLength? 
LUCENE-1640,BUG, MockRAMDirectory (used only by unit tests) has some synchronization problems 
LUCENE-545,NUG, Field Selection and Lazy Field Loading 
LUCENE-317,BUG," [PATCH] When locks are disabled, IndexWriter.close() throws NullPointerException "
LUCENE-1506,NUG, Adding FilteredDocIdSet and FilteredDocIdSetIterator 
LUCENE-1160,NUG, MergeException from CMS threads should record the Directory 
LUCENE-2908,NUG, clean up serialization in the codebase 
LUCENE-768,BUG," Exception in deleteDocument, undeleteAll or setNorm in IndexReader can fail to release write lock on close "
LUCENE-249,NUG, Demo: DeleteFiles doesn't delete files by their path names 
LUCENE-289,NUG, [patch] better support gcj compilation 
LUCENE-898,NUG, contrib/javascript is not packaged into releases 
LUCENE-1152,BUG, SpellChecker does not work properly on calling indexDictionary after clearIndex 
LUCENE-532,NUG, [PATCH] Indexing on Hadoop distributed file system 
LUCENE-1073,NUG," Add unit test showing how to do a ""live backup"" of an index "
LUCENE-3351,BUG, DirectSpellChecker throws NPE if field doesn't exist 
LUCENE-3484,BUG," TaxonomyWriter parents array creation is not thread safe, can cause NPE "
LUCENE-3661,NUG, move deletes under codec 
LUCENE-1634,NUG, LogMergePolicy should use the number of deleted docs when deciding which segments to merge 
LUCENE-2715,NUG, optimize fuzzytermsenum per-segment 
LUCENE-2711,NUG, BooleanScorer.nextDoc should also delegate to sub-scorer's bulk scoring method 
LUCENE-3881,NUG, Create UAX29URLEmailAnalyzer: a standard analyzer that recognizes URLs and emails 
LUCENE-3738,BUG, Be consistent about negative vInt/vLong 
LUCENE-3139,NUG, LuceneTestCase.afterClass does not print enough information if a temp-test-dir fails to delete 
LUCENE-2960,NUG, Allow (or bring back) the ability to setRAMBufferSizeMB on an open IndexWriter 
LUCENE-3698,BUG, FastVectorHighlighter adds a multi value separator (space) to the end of the highlighted text 
LUCENE-2194,NUG, improve efficiency of snowballfilter 
LUCENE-1662,NUG, consolidate FieldCache and ExtendedFieldCache instances 
LUCENE-3175,NUG, speed up core tests 
LUCENE-2638,NUG, Make HighFreqTerms.TermStats class public 
LUCENE-2226,NUG, move contrib/snowball to contrib/analyzers 
LUCENE-3656,NUG," IndexReader's add/removeCloseListener should not use ConcurrentHashMap, just a synchronized set "
LUCENE-495,BUG, Suggested Patches to MultiPhraseQuery and QueryTermExtractor (for use with HighLighter) 
LUCENE-1490,BUG, CJKTokenizer convert   HALFWIDTH_AND_FULLWIDTH_FORMS wrong 
LUCENE-352,BUG, [PATCH] NullPointerException when using nested SpanOrQuery in SpanNotQuery 
LUCENE-2188,NUG, A handy utility class for tracking deprecated overridden methods 
LUCENE-1127,NUG, TokenSources.getTokenStream(Document...)  
LUCENE-1210,BUG, IndexWriter & ConcurrentMergeScheduler deadlock case if starting a merge hits an exception 
LUCENE-1835,NUG, Signature changes in AttributeSource for better Generics support of AddAttribute/getAttribute 
LUCENE-2273,NUG, FieldCacheImpl's getCacheEntries() is buggy as it uses WeakHashMap incorrectly and leads to ConcurrentModExceptions 
LUCENE-2014,BUG, position increment bug: smartcn 
LUCENE-2385,NUG, Move NoDeletionPolicy from benchmark to core 
LUCENE-906,NUG, Elision filter for simple french analyzing 
LUCENE-1660,NUG, Make StopFilter.enablePositionIncrements explicit 
LUCENE-2500,NUG, A Linux-specific Directory impl that bypasses the buffer cache 
LUCENE-3895,NUG, Not getting random-seed/reproduce-with if a test fails from another thread 
LUCENE-930,NUG, fail build if contrib tests fail to compile 
LUCENE-3035,BUG, TestIndexWriter.testCommitThreadSafety fails on realtime_search branch 
LUCENE-3713,BUG, TestIndexWriterOnDiskFull.testAddIndexOnDiskFull fails with java.lang.IllegalStateException: CFS has pending open files  
LUCENE-1230,NUG, Source release files missing the *.pom.template files 
LUCENE-1022,NUG, IndexWriter.setInfoStream should percolate down to mergePolicy & mergeScheduler 
LUCENE-3533,NUG, Nuke SpanFilters and CachingSpanFilter (maybe move to sandbox) 
LUCENE-3403,BUG, Term vectors missing after addIndexes + optimize 
LUCENE-2580,BUG, MultiPhraseQuery throws AIOOBE 
LUCENE-1183,NUG, TRStringDistance uses way too much memory (with patch) 
LUCENE-937,NUG, Make CachingTokenFilter faster 
LUCENE-3072,BUG, 3.1 fileformats out of date 
LUCENE-502,NUG, TermScorer caches values unnecessarily 
LUCENE-1792,BUG, new QueryParser fails to set AUTO REWRITE for multi-term queries 
LUCENE-1954,BUG, InitiatedIndex: CCE on casting NumericField to Field 
LUCENE-1430,BUG, IndexReader.open(String|File) may incorrectly throw AlreadyClosedException 
LUCENE-2027,NUG, Deprecate Directory.touchFile 
LUCENE-1150,NUG, The token types of the standard tokenizer is not accessible 
LUCENE-1986,BUG, NPE in NearSpansUnordered from PayloadNearQuery 
LUCENE-738,NUG, read/write .del as d-gaps when the deleted bit vector is sufficiently sparse 
LUCENE-1645,BUG, Deleted documents are visible across reopened MSRs 
LUCENE-455,BUG, FieldsReader does not regard offset and position flags 
LUCENE-2392,NUG, Enable flexible scoring 
LUCENE-1445,NUG, include junit JAR in source dist 
LUCENE-2339,NUG, Allow Directory.copy() to accept a collection of file names to be copied 
LUCENE-2603,NUG, FastVectorHighlighter: add a method to set an arbitrary char that is used when concatenating multiValued data 
LUCENE-763,BUG, LuceneDictionary skips first word in enumeration 
LUCENE-3795,NUG, Replace spatial contrib module with LSP's spatial-lucene module 
LUCENE-2387,BUG, IndexWriter retains references to Readers used in Fields (memory leak) 
LUCENE-908,NUG, MANIFEST.MF cleanup (main jar and luci customizations) 
LUCENE-1520,BUG, OOM erros with CheckIndex with indexes containg a lot of fields with norms 
LUCENE-1104,NUG," Clean up old JIRA issues in component ""Analysis"" "
LUCENE-701,NUG, Lock-less commits 
LUCENE-2364,NUG," Add support for terms in BytesRef format to Term, TermQuery, TermRangeQuery & Co. "
LUCENE-723,NUG, QueryParser support for MatchAllDocs 
LUCENE-992,BUG, IndexWriter.updateDocument is no longer atomic 
LUCENE-236,NUG, typos on FAQ 
LUCENE-2865,NUG, Pass a context struct to Weight#scorer instead of naked booleans 
LUCENE-2888,BUG, Several DocsEnum / DocsAndPositionsEnum return wrong docID when next() / advance(int) return NO_MORE_DOCS 
LUCENE-1089,NUG, Add insertWithOverflow to PriorityQueue 
LUCENE-3286,NUG, Move XML QueryParser to queryparser module 
LUCENE-830,NUG, norms file can become unexpectedly enormous 
LUCENE-1941,BUG, MinPayloadFunction returns 0 when only one payload is present 
LUCENE-3741,NUG, MockCharFilter offset correction is wrong 
LUCENE-1778,NUG, Add log.step support per task 
LUCENE-1945,NUG, Make all classes that have a close() methods instanceof Closeable (Java 1.5) 
LUCENE-3816,BUG, FilteredDocIdSet does not handle a case where the inner set iterator is null 
LUCENE-966,NUG, A faster JFlex-based replacement for StandardAnalyzer 
LUCENE-3818,NUG, TestIndexWriterNRTIsCurrent failure 
LUCENE-1359,BUG, FrenchAnalyzer's tokenStream method does not honour the contract of Analyzer 
LUCENE-3501,NUG, random sampler is not random (and so facet SamplingWrapperTest occasionally fails) 
LUCENE-2815,NUG, MultiFields not thread safe 
LUCENE-1470,NUG, Add TrieRangeFilter to contrib 
LUCENE-3188,BUG, The class from cotrub directory org.apache.lucene.index.IndexSplitter creates a non correct index 
LUCENE-1633,NUG, Copy/Paste-Typo in toString() for SpanQueryFilter 
LUCENE-1480,NUG, Wrap messages output with a check of InfoStream != null 
LUCENE-1886,NUG, Improve Javadoc 
LUCENE-1707,NUG, Don't use ensureOpen() excessively in IndexReader and IndexWriter 
LUCENE-3344,NUG, Add workaround for ICU bug in combination with Java7 to LuceneTestCase 
LUCENE-3848,BUG, basetokenstreamtestcase should fail if tokenstream starts with posinc=0 
LUCENE-2497,BUG," Revision 949509 (LUCENE-2480) causes IOE ""read past EOF"" when processing older format SegmentInfo data when JVM assertion processing is disabled. "
LUCENE-3330,NUG, revise Scorer visitor API 
LUCENE-2065,NUG, Java 5 port phase II  
LUCENE-3285,NUG, Move QueryParsers from contrib/queryparser to queryparser module 
LUCENE-1478,NUG, Missing possibility to supply custom FieldParser when sorting search results 
LUCENE-1737,NUG, Always use bulk-copy when merging stored fields and term vectors 
LUCENE-3408,NUG, Remove unnecessary memory barriers in DWPT 
LUCENE-301,NUG, Index Writer constructor flags unclear - and annoying in certain cases 
LUCENE-745,NUG, Make inspection of BooleanQuery more efficient 
LUCENE-309,BUG," [PATCH] IndexSearcher.search(query,filter,nDocs) accepts zero nDocs "
LUCENE-3529,BUG, creating empty field + empty term leads to invalid index 
LUCENE-1968,NUG, Remove deprecated methods in PriorityQueue 
LUCENE-2208,BUG, Token div exceeds length of provided text sized 4114 
LUCENE-1803,NUG, Wrong javadoc on LowerCaseTokenizer.normalize 
LUCENE-1629,NUG, contrib intelligent Analyzer for Chinese 
LUCENE-620,NUG, GData Server - TestCase Deadlock  StorageModifier 
LUCENE-2928,NUG, Improve LuceneTestCase javadocs 
LUCENE-1998,NUG, Use Java 5 enums 
LUCENE-2597,NUG, Query scorers should not use MultiFields 
LUCENE-1807,NUG, Add convenient constructor to PerFieldAnalyzerWrapper for Dependency Injection 
LUCENE-1950,NUG, Remove autoCommit from IndexWriter 
LUCENE-377,NUG, GCJ build fails with JDK 1.5 
LUCENE-3033,BUG, TestAddIndexes#testAddIndexesWithThreads fails on Realtime 
LUCENE-3637,NUG, Make IndexReader.decRef() call refCount.decrementAndGet instead of getAndDecrement 
LUCENE-3219,NUG, Change SortField types to an Enum 
LUCENE-2676,NUG, TestIndexWriter failes for SimpleTextCodec 
LUCENE-3284,NUG, Move contribs/modules away from QueryParser dependency 
LUCENE-1402,NUG, CheckIndex API changed without backwards compaitibility 
LUCENE-708,NUG, Setup nightly build website links and docs 
LUCENE-2721,NUG, Random Failure TestSizeBoundedOptimize#testFirstSegmentTooLarge 
LUCENE-2768,NUG, add infrastructure for longer running nightly test cases 
LUCENE-1924,NUG," BalancedSegmentMergePolicy, contributed from the Zoie project for realtime indexing "
LUCENE-1115,NUG, Some small fixes to contrib/benchmark 
LUCENE-615,NUG, [patch] javadoc and comment updates for BooleanClause. 
LUCENE-1824,NUG, FastVectorHighlighter truncates words at beginning and end of fragments 
LUCENE-1366,NUG, Rename Field.Index.UN_TOKENIZED/TOKENIZED/NO_NORMS 
LUCENE-2996,BUG, addIndexes(IndexReader) incorrectly applies existing deletes 
LUCENE-2464,NUG, FastVectorHighlighter: add a FragmentBuilder to return entire field contents 
LUCENE-2074,NUG, Use a separate JFlex generated Unicode 4 by Java 5 compatible StandardTokenizer 
LUCENE-1508,NUG, CartesianTierPlotter fieldPrefix should be configurable 
LUCENE-1568,BUG, Fix for NPE's in Spatial Lucene for searching bounding box only 
LUCENE-2687,NUG, Remove Priority-Queue size trap in MultiTermQuery.TopTermsBooleanQueryRewrite 
LUCENE-217,NUG, [PATCH] new method: Document.remove() 
LUCENE-1681,BUG, DocValues infinite loop caused by - a call to getMinValue | getMaxValue | getAverageValue 
LUCENE-2560,NUG, random analyzer tests 
LUCENE-3279,NUG, Allow CFS be empty 
LUCENE-1407,NUG, Refactor Searchable to not have RMI Remote dependency 
LUCENE-1687,NUG, Remove ExtendedFieldCache by rolling functionality into FieldCache 
LUCENE-1421,NUG, Ability to group search results by field 
LUCENE-957,BUG, Lucene RAM Directory doesn't work for Index Size > 8 GB 
LUCENE-1590,NUG, Stored-only fields automatically enable norms and tf when added to document 
LUCENE-2656,NUG," If tests fail, don't report about unclosed resources "
LUCENE-1780,NUG, deprecate Scorer.explain 
LUCENE-1586,NUG, add IndexReader.getUniqueTermCount 
LUCENE-1285,BUG, WeightedSpanTermExtractor incorrectly treats the same terms occurring in different query types 
LUCENE-440,NUG, FilteredQuery should have getFilter() 
LUCENE-1688,NUG, Deprecating StopAnalyzer ENGLISH_STOP_WORDS - General replacement with an immutable Set 
LUCENE-1730,BUG," TrecContentSource should use a fixed encoding, rather than system dependent "
LUCENE-2344,BUG, PostingsConsumer#merge does not call finishDoc 
LUCENE-1759,NUG, Implement TokenStream.end() in contrib TokenStreams 
LUCENE-955,BUG, Bug in SegmentTermPositions if used for first term in the dictionary 
LUCENE-2995,NUG, factor out a shared spellchecking module 
LUCENE-1725,BUG," Benchmark package uses new TopFieldCollector but also still uses AUTO without resolving it - result is, our sort algorithms won't run "
LUCENE-1250,BUG, Some equals methods do not check for null argument 
LUCENE-2559,NUG, reopen support for SegmentReader 
LUCENE-621,NUG, Default lock timeouts should have static setter/getters 
LUCENE-690,BUG, LazyField use of IndexInput not thread safe 
LUCENE-1579,NUG, Cloned SegmentReaders fail to share FieldCache entries 
LUCENE-1422,NUG, New TokenStream API 
LUCENE-2754,NUG, add spanquery support for all multitermqueries 
LUCENE-1356,NUG, Allow easy extensions of TopDocCollector 
LUCENE-1255,BUG, CheckIndex should allow term position = -1 
LUCENE-806,NUG, Synchronization bottleneck in FieldSortedHitQueue with many concurrent readers 
LUCENE-433,NUG," Issue LUCENE-352 was closed, but the patch there is not applied in the current trunk "
LUCENE-3065,NUG, NumericField should be stored in binary format in index (matching Solr's format) 
LUCENE-1295,NUG, Make retrieveTerms(int docNum) public in MoreLikeThis 
LUCENE-2994,NUG," When 3.1 is released, update backwards tests in 3.x branch "
LUCENE-346,NUG, [PATCH] disable coord for generated BooleanQueries 
LUCENE-654,NUG, GData-Server - Website sandbox part 
LUCENE-329,BUG, Fuzzy query scoring issues 
LUCENE-3404,BUG, testIWondiskfull checkindex failure 
LUCENE-3234,NUG, Provide limit on phrase analysis in FastVectorHighlighter 
LUCENE-1322,NUG, Remove synchronization in CompoundFileReader 
LUCENE-238,NUG, [PATCH] import cleanup 
LUCENE-515,BUG, Using ConstantScoreQuery on a RemoteSearchable throws java.io.NotSerializableException 
LUCENE-2537,BUG, FSDirectory.copy() impl is unsafe 
LUCENE-1832,BUG, minor/nitpick TermInfoReader bug ? 
LUCENE-1303,BUG, BoostingTermQuery's explanation should be marked as Match even if the payload part negated or zero'ed it 
LUCENE-212,BUG, FileInputStream never closed in HTMLParser 
LUCENE-3492,NUG, Extract a generic framework for running randomized tests. 
LUCENE-1845,NUG," if the build fails to download JARs for contrib/db, just skip its tests "
LUCENE-877,NUG," 2.1 Locking documentation in ""Apache Lucene - Index File Formats"" section ""6.2 Lock File"" out dated "
LUCENE-1002,NUG, Nightly Builds 
LUCENE-1019,NUG, CustomScoreQuery should support multiple ValueSourceQueries 
LUCENE-493,NUG, Nightly build archives do not contain Java source code. 
LUCENE-3574,NUG," Add some more constants for newer Java versions to Constants.class, remove outdated ones. "
LUCENE-1546,NUG, Add IndexReader.flush(commitUserData) 
LUCENE-2419,NUG, Improve parallel tests 
LUCENE-2282,NUG," Expose IndexFileNames as public, and make use of its methods in the code "
LUCENE-832,BUG, NPE when calling isCurrent() on a ParallellReader 
LUCENE-546,BUG, Index corruption when using RAMDirectory( Directory) constructor 
LUCENE-1882,NUG, move SmartChineseAnalyzer into the smartcn package 
LUCENE-1775,NUG, Change remaining contrib streams/filters to use new TokenStream API 
LUCENE-1243,NUG, A few new benchmark tasks 
LUCENE-2080,NUG, Improve the documentation of Version 
LUCENE-646,NUG," [PATCH] fix various small issues with the ""getting started"" demo pages "
LUCENE-1323,BUG, MultiReader should make a private copy of the subReaders array 
LUCENE-2809,BUG, IndexWriter.numDocs doesn't take into account applied but not flushed deletes 
LUCENE-2911,NUG," synchronize grammar/token types across StandardTokenizer, UAX29EmailURLTokenizer, ICUTokenizer, add CJK types. "
LUCENE-1544,BUG, Deadlock: IndexWriter.addIndexes(IndexReader[]) 
LUCENE-1673,NUG, Move TrieRange to core 
LUCENE-3390,BUG, Incorrect sort by Numeric values for documents missing the sorting field 
LUCENE-2079,NUG, Further improvements to contrib/benchmark for testing NRT 
LUCENE-2943,BUG, ICU collator thread-safety issues 
LUCENE-3260,BUG," need a test that uses termsenum.seekExact() (which returns true), then calls next() "
LUCENE-2633,NUG, PackedInts does not support structures above 256MB 
LUCENE-1531,NUG," contrib/xml-query-parser, BoostingTermQuery support "
LUCENE-1123,NUG, Allow overriding the specification version in MANIFEST.MF 
LUCENE-1219,NUG, support array/offset/ length setters for Field with binary data 
LUCENE-2814,NUG, stop writing shared doc stores across segments 
LUCENE-2767,BUG, Missing sync in IndexWriter.addIndexes(IndexReader[]) 
LUCENE-811,NUG, Public API inconsistency 
LUCENE-2251,NUG, Change contrib tests to use the special LuceneTestCase(J4) constant for the current version used a matchVersion parameter 
LUCENE-3734,NUG, Allow customizing/subclassing of DirectoryReader 
LUCENE-3507,NUG, Improve Memory Consumption for merging DocValues SortedBytes variants 
LUCENE-3419,NUG, Resolve JUnit assert deprecations 
LUCENE-1749,NUG, FieldCache introspection API 
LUCENE-3062,BUG, TestBytesRefHash#testCompact is broken 
LUCENE-2524,BUG," when many query clases are specified in boolean or dismax query, highlighted terms are always ""yellow"" if multi-colored feature is used "
LUCENE-3879,BUG, fix more position corrumptions in 4.0 codecs 
LUCENE-2108,BUG, SpellChecker file descriptor leak - no way to close the IndexSearcher used by SpellChecker internally 
LUCENE-1804,NUG, Can't specify AttributeSource for Tokenizer 
LUCENE-881,BUG, QueryParser escaping/parsin issue with strings starting/ending with || 
LUCENE-1627,NUG," SpellChecker has no ""close"" method "
LUCENE-398,BUG, ParallelReader crashes when trying to merge into a new index 
LUCENE-1901,BUG, TermAttributeImpl.equals() does not check termLength 
LUCENE-3087,BUG, highlighting exact phrase with overlapping tokens fails. 
LUCENE-1755,BUG, WriteLineDocTask should keep docs w/ just title and no body 
LUCENE-976,BUG, MMapDirectory is missing newly added openInput method to FSDirectory 
LUCENE-1833,NUG," When we move to java 1.5 in 3.0 we should replace all Interger, Long, etc construction with .valueOf "
LUCENE-3548,BUG, CharsRef#append broken on trunk & 3.x 
LUCENE-807,NUG, Minor improvement to JavaDoc for ScoreDocComparator 
LUCENE-849,NUG," contrib/benchmark:  configurable HTML Parser, external classes to path, exhaustive doc maker "
LUCENE-1929,BUG, Highlighter doesn't support NumericRangeQuery or deprecated RangeQuery 
LUCENE-1666,BUG," Constants causing NullPointerException when fetching metadata ""Implementation Version"" in MANIFEST "
LUCENE-693,NUG, ConjunctionScorer - more tuneup 
LUCENE-861,BUG, Contrib queries package Query implementations do not override equals() 
LUCENE-2516,NUG," More clarification, improvements and correct behaviour of backwards tests "
LUCENE-3084,NUG," MergePolicy.OneMerge.segments should be List<SegmentInfo> not SegmentInfos, Remove Vector<SI> subclassing from SegmentInfos & more refactoring "
LUCENE-490,NUG, JavaCC 4.0 fails to generate QueryParser.java 
LUCENE-3860,BUG, 3.x indexes have the wrong normType set in fieldinfos 
LUCENE-1198,BUG, Exception in DocumentsWriter.ThreadState.init leads to corruption 
LUCENE-1050,BUG, SimpleFSLockFactory ignores error on deleting the lock file 
LUCENE-2213,NUG, Small improvements to ArrayUtil.getNextSize 
LUCENE-3171,NUG, BlockJoinQuery/Collector 
LUCENE-1618,NUG, Allow setting the IndexWriter docstore to be a different directory 
LUCENE-755,NUG, Payloads 
LUCENE-1419,NUG, Expert API to specify indexing chain 
LUCENE-1591,NUG, Enable bzip compression in benchmark 
LUCENE-1753,NUG, Make not yet final core/contrib TokenStream/Filter implementations final 
LUCENE-780,NUG, Generalize directory copy operation 
LUCENE-3293,NUG, Use IOContext.READONCE in VarGapTermsIndexReader to load FST 
LUCENE-1321,BUG, Highlight fragment does not extend to maxDocCharsToAnalyze 
LUCENE-1006,BUG, QueryParser doesn't accept empty string 
LUCENE-3376,NUG, Move ReusableAnalyzerBase into core 
LUCENE-2645,BUG, False assertion of >0 position delta in StandardPostingsWriterImpl 
LUCENE-709,NUG, [PATCH] Enable application-level management of IndexWriter.ramDirectory size 
LUCENE-3064,NUG, add checks to MockTokenizer to enforce proper consumption 
LUCENE-1459,BUG, CachingWrapperFilter crashes if you call both bits() and getDocIdSet() 
LUCENE-1932,NUG, Convert PrecedenceQueryParser to new TokenStream API 
LUCENE-1326,BUG, Inflater.end() method not always called in FieldsReader 
LUCENE-504,BUG," FuzzyQuery produces a ""java.lang.NegativeArraySizeException"" in PriorityQueue.initialize if I use Integer.MAX_VALUE as BooleanQuery.MaxClauseCount "
LUCENE-1829,NUG, 'ant javacc' in root project should also properly create contrib/queryparser Java files 
LUCENE-401,NUG, [PATCH] fixes for gcj target. 
LUCENE-2589,NUG, Add a variable-sized int block codec 
LUCENE-3264,NUG, crank up faceting module tests 
LUCENE-2615,BUG, DirectIOLinuxDirectory hardwires buffer size and creates files with invalid permissions 
LUCENE-3135,NUG, backport suggest module to branch 3.x 
LUCENE-202,NUG, Document.fields() only returns stored fields 
LUCENE-3621,NUG, switch appendingcodec to use appending blocktree 
LUCENE-3342,NUG, make frozenbuffereddeletes more efficient for terms 
LUCENE-1136,NUG, add ability to not count sub-task doLogic increment to contri/benchmark 
LUCENE-3426,NUG, optimizer for n-gram PhraseQuery 
LUCENE-2126,NUG, Split up IndexInput and IndexOutput into DataInput and DataOutput 
LUCENE-3642,BUG, EdgeNgrams creates invalid offsets 
LUCENE-2241,NUG, Core Tests should call Version based ctors instead of deprecated default ctors 
LUCENE-3908,NUG," when tests fail, sometimes the testmethod in 'reproduce with' is null "
LUCENE-1163,BUG," CharArraySet.contains(char[] text, int off, int len) does not work "
LUCENE-3216,NUG, Store DocValues per segment instead of per field 
LUCENE-1885,BUG, NativeFSLockFactory.makeLock(...).isLocked() does not work 
LUCENE-759,NUG, Add n-gram tokenizers to contrib/analyzers 
LUCENE-2847,NUG, Support all of unicode in StandardTokenizer 
LUCENE-710,NUG," Implement ""point in time"" searching without relying on filesystem semantics "
LUCENE-541,NUG, The DisjunctionMaxQuery lacks an implementation of extractTerms(). 
LUCENE-1552,BUG, IndexWriter.addIndexes(IndexReader[] readers) doesn't correctly handle exception success flag. 
LUCENE-1769,NUG," Fix wrong clover analysis because of backwards-tests, upgrade clover to 2.6.3 or better "
LUCENE-2578,NUG," cutover FunctionQuery tests to use RandomIndexWriter, for better testing "
LUCENE-1238,NUG, intermittent failures of  TestTimeLimitedCollector.testTimeoutMultiThreaded in nightly tests 
LUCENE-589,NUG, Demo HTML parser doesn't work for international documents 
LUCENE-2236,NUG," Similarity can only be set per index, but I may want to adjust scoring behaviour at a field level "
LUCENE-2147,NUG, Improve Spatial Utility like classes 
LUCENE-2391,NUG, Spellchecker uses default IW mergefactor/ramMB settings of 300/10 
LUCENE-2937,BUG, small float underflow detection bug 
LUCENE-3563,BUG, TestPagedBytes failure 
LUCENE-2158,BUG, NRT can temporarily lose deletions at high indexing rates 
LUCENE-341,BUG, The deprecated constructor of BooleanClause does not set new state 
